HALF.INNING,Outs.Inning,Runs.Inning,Team,Home,Pitcher,SP,R_SP,Estimate,League
OAK202106290 5 1,3,0,OAK,1,foltm001,0,0,0.009182878731792084,AL
OAK202106290 6 0,3,1,TEX,0,kaprj001,0,0,-0.010644618816091645,AL
OAK202106290 6 1,3,0,OAK,1,foltm001,0,0,0.009182878731792084,AL
OAK202106290 7 0,3,0,TEX,0,romos001,0,0,3.30796939862975e-4,AL
OAK202106290 7 1,3,0,OAK,1,foltm001,0,0,0.009182878731792084,AL
OAK202106290 8 0,3,0,TEX,0,wendj001,1,0,0.003281545516262446,AL
OAK202106290 8 1,3,0,OAK,1,rodrj004,0,0,0.0039844998988939765,AL
OAK202106290 9 0,3,2,TEX,0,acevd001,0,0,-0.004135293697512888,AL
OAK202106290 9 1,3,2,OAK,1,kenni001,0,0,-0.007307530079098073,AL
OAK202106300 1 0,3,0,TEX,0,bassc001,0,0,-0.0305812197755702,AL
OAK202106300 1 1,3,0,OAK,1,allak001,0,0,0.01460996378004865,AL
OAK202106300 2 0,3,0,TEX,0,bassc001,0,0,-0.0305812197755702,AL
OAK202106300 2 1,3,3,OAK,1,allak001,1,1,0.01460996378004865,AL
OAK202106300 3 0,3,0,TEX,0,bassc001,0,0,-0.0305812197755702,AL
OAK202106300 3 1,3,0,OAK,1,allak001,1,0,0.01460996378004865,AL
OAK202106300 4 0,3,0,TEX,0,bassc001,0,0,-0.0305812197755702,AL
OAK202106300 4 1,3,0,OAK,1,allak001,0,0,0.01460996378004865,AL
OAK202106300 5 0,3,0,TEX,0,bassc001,1,0,-0.0305812197755702,AL
OAK202106300 5 1,3,0,OAK,1,allak001,0,0,0.01460996378004865,AL
OAK202106300 6 0,3,0,TEX,0,bassc001,1,0,-0.0305812197755702,AL
OAK202106300 6 1,3,0,OAK,1,allak001,0,0,0.01460996378004865,AL
OAK202106300 7 0,3,0,TEX,0,bassc001,0,0,-0.0305812197755702,AL
OAK202106300 7 1,3,0,OAK,1,sborj002,0,0,-0.002938920013383467,AL
OAK202106300 8 0,3,0,TEX,0,petiy001,0,0,-0.009246351716431117,AL
OAK202106300 8 1,3,0,OAK,1,heart001,1,0,-4.077341410148156e-5,AL
OAK202106300 9 0,3,1,TEX,0,trivl001,1,0,-0.01766345313439239,AL
OAK202107010 1 0,3,1,TEX,0,manas001,1,1,-0.013565318838180476,AL
OAK202107010 1 1,3,0,OAK,1,dunnd001,0,0,-0.003697699134021839,AL
OAK202107010 2 0,3,0,TEX,0,manas001,1,0,-0.013565318838180476,AL
OAK202107010 2 1,3,0,OAK,1,dunnd001,2,0,-0.003697699134021839,AL
OAK202107010 3 0,3,0,TEX,0,manas001,0,0,-0.013565318838180476,AL
OAK202107010 3 1,3,0,OAK,1,dunnd001,1,0,-0.003697699134021839,AL
OAK202107010 4 0,3,1,TEX,0,manas001,0,0,-0.013565318838180476,AL
OAK202107010 4 1,3,0,OAK,1,dunnd001,1,0,-0.003697699134021839,AL
OAK202107010 5 0,3,2,TEX,0,manas001,1,0,-0.013565318838180476,AL
OAK202107010 5 1,3,0,OAK,1,kingj002,0,0,-0.0034390377879350924,AL
OAK202107010 6 0,3,1,TEX,0,acevd001,0,0,-0.004135293697512888,AL
OAK202107010 6 1,3,0,OAK,1,kingj002,0,0,-0.0034390377879350924,AL
OAK202107010 7 0,3,2,TEX,0,guerd001,0,0,-0.01057173389470455,AL
OAK202107010 7 1,3,0,OAK,1,kingj002,0,0,-0.0034390377879350924,AL
OAK202107010 8 0,3,1,TEX,0,smitb005,2,1,0.007622070837801695,AL
OAK202107010 8 1,3,3,OAK,1,kingj002,4,3,-0.0034390377879350924,AL
OAK202107010 9 0,3,0,TEX,0,smitb005,0,0,0.007622070837801695,AL
OAK202107010 9 1,3,0,OAK,1,patts002,1,0,7.083469625721596e-4,AL
OAK202107020 1 0,3,0,BOS,0,montf001,0,0,-0.017012466798186122,AL
OAK202107020 1 1,3,0,OAK,1,rodre004,0,0,0.002991364495300308,AL
OAK202107020 10 0,3,1,BOS,0,trivl001,0,1,-0.01766345313439239,AL
OAK202107020 10 1,3,0,OAK,1,ottaa001,0,0,-0.0053894760502753,AL
OAK202107020 2 0,3,0,BOS,0,montf001,0,0,-0.017012466798186122,AL
OAK202107020 2 1,3,0,OAK,1,rodre004,1,0,0.002991364495300308,AL
OAK202107020 3 0,3,0,BOS,0,montf001,1,0,-0.017012466798186122,AL
OAK202107020 3 1,3,0,OAK,1,rodre004,0,0,0.002991364495300308,AL
OAK202107020 4 0,3,1,BOS,0,montf001,1,0,-0.017012466798186122,AL
OAK202107020 4 1,3,0,OAK,1,rodre004,0,0,0.002991364495300308,AL
OAK202107020 5 0,3,1,BOS,0,montf001,1,1,-0.017012466798186122,AL
OAK202107020 5 1,3,0,OAK,1,rodre004,0,0,0.002991364495300308,AL
OAK202107020 6 0,3,0,BOS,0,montf001,2,0,-0.017012466798186122,AL
OAK202107020 6 1,3,0,OAK,1,rodre004,0,0,0.002991364495300308,AL
OAK202107020 7 0,3,0,BOS,0,wendj001,0,0,0.003281545516262446,AL
OAK202107020 7 1,3,1,OAK,1,whitg002,0,0,-0.02718477297964803,AL
OAK202107020 8 0,3,0,BOS,0,diekj001,0,0,0.004274538261940613,AL
OAK202107020 8 1,3,0,OAK,1,whitg002,0,0,-0.02718477297964803,AL
OAK202107020 9 0,3,0,BOS,0,romos001,0,0,3.30796939862975e-4,AL
OAK202107020 9 1,3,1,OAK,1,barnm001,0,0,-0.0014683456078130788,AL
OAK202107030 1 0,3,0,BOS,0,irvic001,0,0,-0.0027007810127143606,AL
OAK202107030 1 1,3,0,OAK,1,richg002,1,0,0.00731091148239017,AL
OAK202107030 10 0,3,0,BOS,0,romos001,0,0,3.30796939862975e-4,AL
OAK202107030 10 1,3,0,OAK,1,workb001,1,0,0.017408900715951272,AL
OAK202107030 11 0,3,0,BOS,0,romos001,0,0,3.30796939862975e-4,AL
OAK202107030 11 1,3,0,OAK,1,workb001,1,0,0.017408900715951272,AL
OAK202107030 12 0,3,2,BOS,0,wendj001,2,2,0.003281545516262446,AL
OAK202107030 2 0,3,0,BOS,0,irvic001,0,0,-0.0027007810127143606,AL
OAK202107030 2 1,3,1,OAK,1,richg002,1,0,0.00731091148239017,AL
OAK202107030 3 0,3,0,BOS,0,irvic001,0,0,-0.0027007810127143606,AL
OAK202107030 3 1,3,0,OAK,1,richg002,0,0,0.00731091148239017,AL
OAK202107030 4 0,3,2,BOS,0,irvic001,2,2,-0.0027007810127143606,AL
OAK202107030 4 1,3,0,OAK,1,richg002,0,0,0.00731091148239017,AL
OAK202107030 5 0,3,1,BOS,0,irvic001,1,1,-0.0027007810127143606,AL
OAK202107030 5 1,3,0,OAK,1,richg002,0,0,0.00731091148239017,AL
OAK202107030 6 0,3,0,BOS,0,irvic001,0,0,-0.0027007810127143606,AL
OAK202107030 6 1,3,1,OAK,1,richg002,1,0,0.00731091148239017,AL
OAK202107030 7 0,3,1,BOS,0,irvic001,0,0,-0.0027007810127143606,AL
OAK202107030 7 1,3,0,OAK,1,taylj001,1,0,-0.014439095515024373,AL
OAK202107030 8 0,3,0,BOS,0,petiy001,0,0,-0.009246351716431117,AL
OAK202107030 8 1,3,2,OAK,1,riosy001,2,1,-8.828659754140588e-4,AL
OAK202107030 9 0,3,0,BOS,0,trivl001,0,0,-0.01766345313439239,AL
OAK202107030 9 1,3,0,OAK,1,ottaa001,1,0,-0.0053894760502753,AL
OAK202107040 1 0,3,0,BOS,0,kaprj001,0,0,-0.010644618816091645,AL
OAK202107040 1 1,3,0,OAK,1,piven001,2,0,-0.002715916048088617,AL
OAK202107040 2 0,3,0,BOS,0,kaprj001,0,0,-0.010644618816091645,AL
OAK202107040 2 1,3,0,OAK,1,piven001,0,0,-0.002715916048088617,AL
OAK202107040 3 0,3,0,BOS,0,kaprj001,2,0,-0.010644618816091645,AL
OAK202107040 3 1,3,0,OAK,1,piven001,0,0,-0.002715916048088617,AL
OAK202107040 4 0,3,0,BOS,0,kaprj001,0,0,-0.010644618816091645,AL
OAK202107040 4 1,3,0,OAK,1,piven001,0,0,-0.002715916048088617,AL
OAK202107040 5 0,3,0,BOS,0,kaprj001,0,0,-0.010644618816091645,AL
OAK202107040 5 1,3,0,OAK,1,piven001,0,0,-0.002715916048088617,AL
OAK202107040 6 0,3,1,BOS,0,kaprj001,1,1,-0.010644618816091645,AL
OAK202107040 6 1,3,0,OAK,1,piven001,0,0,-0.002715916048088617,AL
OAK202107040 7 0,3,0,BOS,0,kaprj001,0,0,-0.010644618816091645,AL
OAK202107040 7 1,3,0,OAK,1,piven001,1,0,-0.002715916048088617,AL
OAK202107040 8 0,3,0,BOS,0,petiy001,0,0,-0.009246351716431117,AL
OAK202107040 8 1,3,0,OAK,1,whitg002,1,0,-0.02718477297964803,AL
OAK202107040 9 0,3,0,BOS,0,guerd001,1,0,-0.01057173389470455,AL
OAK202107040 9 1,3,0,OAK,1,barnm001,1,0,-0.0014683456078130788,AL
OAK202107160 1 0,3,0,CLE,0,manas001,0,0,-0.013565318838180476,AL
OAK202107160 1 1,3,0,OAK,1,morge001,0,0,0.0030905328819411746,AL
OAK202107160 2 0,3,0,CLE,0,manas001,1,0,-0.013565318838180476,AL
OAK202107160 2 1,3,0,OAK,1,morge001,0,0,0.0030905328819411746,AL
OAK202107160 3 0,3,0,CLE,0,manas001,2,0,-0.013565318838180476,AL
OAK202107160 3 1,3,2,OAK,1,morge001,1,1,0.0030905328819411746,AL
OAK202107160 4 0,3,0,CLE,0,manas001,0,0,-0.013565318838180476,AL
OAK202107160 4 1,3,1,OAK,1,morge001,0,0,0.0030905328819411746,AL
OAK202107160 5 0,3,1,CLE,0,manas001,0,0,-0.013565318838180476,AL
OAK202107160 5 1,3,0,OAK,1,morge001,0,0,0.0030905328819411746,AL
OAK202107160 6 0,3,2,CLE,0,manas001,2,2,-0.013565318838180476,AL
OAK202107160 6 1,3,0,OAK,1,matop002,1,0,0.005089117718628037,AL
OAK202107160 7 0,3,1,CLE,0,petiy001,0,0,-0.009246351716431117,AL
OAK202107160 7 1,3,0,OAK,1,shawb001,2,0,-0.010481505783242135,AL
OAK202107160 8 0,3,0,CLE,0,diekj001,0,0,0.004274538261940613,AL
OAK202107160 8 1,3,0,OAK,1,karij001,0,0,-9.090830157238323e-5,AL
OAK202107160 9 0,3,0,CLE,0,romos001,0,0,3.30796939862975e-4,AL
OAK202107170 1 0,3,0,CLE,0,montf001,1,0,-0.017012466798186122,AL
OAK202107170 1 1,3,1,OAK,1,quanc001,2,1,-0.026578103632685493,AL
OAK202107170 2 0,3,0,CLE,0,montf001,0,0,-0.017012466798186122,AL
OAK202107170 2 1,3,0,OAK,1,quanc001,1,0,-0.026578103632685493,AL
OAK202107170 3 0,3,0,CLE,0,montf001,0,0,-0.017012466798186122,AL
OAK202107170 3 1,3,0,OAK,1,quanc001,0,0,-0.026578103632685493,AL
OAK202107170 4 0,3,0,CLE,0,montf001,0,0,-0.017012466798186122,AL
OAK202107170 4 1,3,0,OAK,1,quanc001,0,0,-0.026578103632685493,AL
OAK202107170 5 0,3,2,CLE,0,montf001,3,2,-0.017012466798186122,AL
OAK202107170 5 1,3,0,OAK,1,quanc001,3,0,-0.026578103632685493,AL
OAK202107170 6 0,3,0,CLE,0,montf001,0,0,-0.017012466798186122,AL
OAK202107170 6 1,3,0,OAK,1,sandn001,0,0,-0.008673456065909522,AL
OAK202107170 7 0,3,0,CLE,0,guerd001,0,0,-0.01057173389470455,AL
OAK202107170 7 1,3,0,OAK,1,shawb001,0,0,-0.010481505783242135,AL
OAK202107170 8 0,3,1,CLE,0,wendj001,0,0,0.003281545516262446,AL
OAK202107170 8 1,3,0,OAK,1,clase001,0,0,-0.020971309179208187,AL
OAK202107170 9 0,3,0,CLE,0,molls001,0,0,-0.0051191257218635615,AL
OAK202107170 9 1,3,1,OAK,1,karij001,2,1,-9.090830157238323e-5,AL
OAK202107180 1 0,3,1,CLE,0,bassc001,0,0,-0.0305812197755702,AL
OAK202107180 1 1,3,0,OAK,1,plesz001,0,0,-4.128815439768961e-4,AL
OAK202107180 2 0,3,0,CLE,0,bassc001,1,0,-0.0305812197755702,AL
OAK202107180 2 1,3,1,OAK,1,plesz001,1,1,-4.128815439768961e-4,AL
OAK202107180 3 0,3,0,CLE,0,bassc001,0,0,-0.0305812197755702,AL
OAK202107180 3 1,3,0,OAK,1,plesz001,0,0,-4.128815439768961e-4,AL
OAK202107180 4 0,3,0,CLE,0,bassc001,0,0,-0.0305812197755702,AL
OAK202107180 4 1,3,0,OAK,1,plesz001,0,0,-4.128815439768961e-4,AL
OAK202107180 5 0,3,1,CLE,0,bassc001,2,1,-0.0305812197755702,AL
OAK202107180 5 1,3,1,OAK,1,plesz001,0,0,-4.128815439768961e-4,AL
OAK202107180 6 0,3,0,CLE,0,bassc001,0,0,-0.0305812197755702,AL
OAK202107180 6 1,3,0,OAK,1,plesz001,0,0,-4.128815439768961e-4,AL
OAK202107180 7 0,3,1,CLE,0,bassc001,0,0,-0.0305812197755702,AL
OAK202107180 7 1,3,0,OAK,1,wittn001,0,0,0.004032498165202518,AL
OAK202107180 8 0,3,0,CLE,0,diekj001,2,0,0.004274538261940613,AL
OAK202107180 8 1,3,0,OAK,1,matop002,0,0,0.005089117718628037,AL
OAK202107180 9 0,3,1,CLE,0,petiy001,2,1,-0.009246351716431117,AL
OAK202107180 9 1,3,0,OAK,1,shawb001,0,0,-0.010481505783242135,AL
OAK202107190 1 0,3,0,ANA,0,irvic001,1,0,-0.0027007810127143606,AL
OAK202107190 1 1,3,0,OAK,1,ohtas001,0,0,-0.025611854579586122,AL
OAK202107190 2 0,3,0,ANA,0,irvic001,0,0,-0.0027007810127143606,AL
OAK202107190 2 1,3,0,OAK,1,ohtas001,1,0,-0.025611854579586122,AL
OAK202107190 3 0,3,0,ANA,0,irvic001,0,0,-0.0027007810127143606,AL
OAK202107190 3 1,3,0,OAK,1,ohtas001,2,0,-0.025611854579586122,AL
OAK202107190 4 0,3,0,ANA,0,irvic001,0,0,-0.0027007810127143606,AL
OAK202107190 4 1,3,0,OAK,1,ohtas001,0,0,-0.025611854579586122,AL
OAK202107190 5 0,3,0,ANA,0,irvic001,0,0,-0.0027007810127143606,AL
OAK202107190 5 1,3,0,OAK,1,ohtas001,0,0,-0.025611854579586122,AL
OAK202107190 6 0,3,0,ANA,0,irvic001,0,0,-0.0027007810127143606,AL
OAK202107190 6 1,3,0,OAK,1,ohtas001,0,0,-0.025611854579586122,AL
OAK202107190 7 0,3,0,ANA,0,irvic001,0,0,-0.0027007810127143606,AL
OAK202107190 7 1,3,3,OAK,1,cishs001,2,1,-0.0022417265702928723,AL
OAK202107190 8 0,3,0,ANA,0,irvic001,0,0,-0.0027007810127143606,AL
OAK202107190 8 1,3,1,OAK,1,claua001,0,0,0.014577423393805208,AL
OAK202107190 9 0,3,1,ANA,0,trivl001,1,0,-0.01766345313439239,AL
OAK202107200 1 0,3,0,ANA,0,kaprj001,0,0,-0.010644618816091645,AL
OAK202107200 1 1,3,0,OAK,1,suarj001,0,0,-0.010500955549758391,AL
OAK202107200 2 0,3,0,ANA,0,kaprj001,1,0,-0.010644618816091645,AL
OAK202107200 2 1,3,0,OAK,1,suarj001,0,0,-0.010500955549758391,AL
OAK202107200 3 0,3,0,ANA,0,kaprj001,1,0,-0.010644618816091645,AL
OAK202107200 3 1,3,0,OAK,1,suarj001,0,0,-0.010500955549758391,AL
OAK202107200 4 0,3,0,ANA,0,kaprj001,1,0,-0.010644618816091645,AL
OAK202107200 4 1,3,1,OAK,1,suarj001,0,0,-0.010500955549758391,AL
OAK202107200 5 0,3,0,ANA,0,kaprj001,0,0,-0.010644618816091645,AL
OAK202107200 5 1,3,0,OAK,1,suarj001,0,0,-0.010500955549758391,AL
OAK202107200 6 0,3,0,ANA,0,kaprj001,1,0,-0.010644618816091645,AL
OAK202107200 6 1,3,3,OAK,1,suarj001,3,2,-0.010500955549758391,AL
OAK202107200 7 0,3,0,ANA,0,romos001,1,0,3.30796939862975e-4,AL
OAK202107200 7 1,3,2,OAK,1,guerj003,3,2,0.015473209352396756,AL
OAK202107200 8 0,3,0,ANA,0,molls001,1,0,-0.0051191257218635615,AL
OAK202107200 8 1,3,0,OAK,1,bundd001,0,0,0.017382633621367695,AL
OAK202107200 9 0,3,0,ANA,0,guerd001,0,0,-0.01057173389470455,AL
OAK202108030 1 0,3,1,SDN,0,manas001,0,0,-0.013565318838180476,NL
OAK202108030 1 1,3,0,OAK,1,snelb001,2,0,-0.009393782082914444,AL
OAK202108030 2 0,3,3,SDN,0,manas001,4,3,-0.013565318838180476,NL
OAK202108030 2 1,3,0,OAK,1,snelb001,2,0,-0.009393782082914444,AL
OAK202108030 3 0,3,0,SDN,0,manas001,0,0,-0.013565318838180476,NL
OAK202108030 3 1,3,0,OAK,1,snelb001,1,0,-0.009393782082914444,AL
OAK202108030 4 0,3,0,SDN,0,manas001,0,0,-0.013565318838180476,NL
OAK202108030 4 1,3,0,OAK,1,snelb001,1,0,-0.009393782082914444,AL
OAK202108030 5 0,3,2,SDN,0,manas001,2,1,-0.013565318838180476,NL
OAK202108030 5 1,3,1,OAK,1,snelb001,0,0,-0.009393782082914444,AL
OAK202108030 6 0,3,0,SDN,0,smitb005,0,0,0.007622070837801695,NL
OAK202108030 6 1,3,0,OAK,1,stamc001,0,0,-0.013493322214584226,AL
OAK202108030 7 0,3,2,SDN,0,smitb005,4,2,0.007622070837801695,NL
OAK202108030 7 1,3,0,OAK,1,pagae001,0,0,0.0038709869887909453,AL
OAK202108030 8 0,3,0,SDN,0,smitb005,0,0,0.007622070837801695,NL
OAK202108030 8 1,3,0,OAK,1,stram001,0,0,0.007155500678007717,AL
OAK202108030 9 0,3,0,SDN,0,wendj001,1,0,0.003281545516262446,NL
OAK202108030 9 1,3,0,OAK,1,diazm004,1,0,-0.009969917595417615,AL
OAK202108040 1 0,3,0,SDN,0,montf001,1,0,-0.017012466798186122,NL
OAK202108040 1 1,3,0,OAK,1,musgj001,0,0,-0.023942882506142914,AL
OAK202108040 10 0,3,1,SDN,0,trivl001,1,1,-0.01766345313439239,NL
OAK202108040 2 0,3,0,SDN,0,montf001,0,0,-0.017012466798186122,NL
OAK202108040 2 1,3,1,OAK,1,musgj001,1,0,-0.023942882506142914,AL
OAK202108040 3 0,3,1,SDN,0,montf001,1,1,-0.017012466798186122,NL
OAK202108040 3 1,3,0,OAK,1,musgj001,0,0,-0.023942882506142914,AL
OAK202108040 4 0,3,2,SDN,0,montf001,2,2,-0.017012466798186122,NL
OAK202108040 4 1,3,0,OAK,1,musgj001,0,0,-0.023942882506142914,AL
OAK202108040 5 0,3,0,SDN,0,montf001,0,0,-0.017012466798186122,NL
OAK202108040 5 1,3,0,OAK,1,musgj001,0,0,-0.023942882506142914,AL
OAK202108040 6 0,3,0,SDN,0,montf001,0,0,-0.017012466798186122,NL
OAK202108040 6 1,3,0,OAK,1,musgj001,0,0,-0.023942882506142914,AL
OAK202108040 7 0,3,0,SDN,0,chafa001,0,0,-0.027598827381450766,NL
OAK202108040 7 1,3,0,OAK,1,johnp001,0,0,-0.021709319310334617,AL
OAK202108040 8 0,3,0,SDN,0,diekj001,0,0,0.004274538261940613,NL
OAK202108040 8 1,3,0,OAK,1,pomed001,0,0,-0.013767539974464215,AL
OAK202108040 9 0,3,0,SDN,0,petiy001,1,0,-0.009246351716431117,NL
OAK202108040 9 1,3,2,OAK,1,melam001,3,2,-0.013015677374017534,AL
OAK202108060 1 0,3,0,TEX,0,bassc001,1,0,-0.0305812197755702,AL
OAK202108060 1 1,3,0,OAK,1,foltm001,0,0,0.009182878731792084,AL
OAK202108060 10 0,3,0,TEX,0,chafa001,0,0,-0.027598827381450766,AL
OAK202108060 10 1,3,0,OAK,1,patts002,0,0,7.083469625721596e-4,AL
OAK202108060 11 0,3,0,TEX,0,petiy001,0,0,-0.009246351716431117,AL
OAK202108060 2 0,3,0,TEX,0,bassc001,0,0,-0.0305812197755702,AL
OAK202108060 2 1,3,0,OAK,1,foltm001,0,0,0.009182878731792084,AL
OAK202108060 3 0,3,0,TEX,0,bassc001,1,0,-0.0305812197755702,AL
OAK202108060 3 1,3,0,OAK,1,foltm001,1,0,0.009182878731792084,AL
OAK202108060 4 0,3,0,TEX,0,bassc001,0,0,-0.0305812197755702,AL
OAK202108060 4 1,3,1,OAK,1,foltm001,2,1,0.009182878731792084,AL
OAK202108060 5 0,3,1,TEX,0,bassc001,2,1,-0.0305812197755702,AL
OAK202108060 5 1,3,0,OAK,1,foltm001,0,0,0.009182878731792084,AL
OAK202108060 6 0,3,0,TEX,0,bassc001,0,0,-0.0305812197755702,AL
OAK202108060 6 1,3,0,OAK,1,foltm001,0,0,0.009182878731792084,AL
OAK202108060 7 0,3,0,TEX,0,bassc001,0,0,-0.0305812197755702,AL
OAK202108060 7 1,3,0,OAK,1,martb002,0,0,7.261106706159088e-4,AL
OAK202108060 8 0,3,0,TEX,0,romos001,0,0,3.30796939862975e-4,AL
OAK202108060 8 1,3,0,OAK,1,barlj001,0,0,-0.012387467121265452,AL
OAK202108060 9 0,3,0,TEX,0,trivl001,1,0,-0.01766345313439239,AL
OAK202108060 9 1,3,0,OAK,1,santd003,0,0,0.0027021830867384206,AL
OAK202108070 1 0,3,2,TEX,0,irvic001,1,0,-0.0027007810127143606,AL
OAK202108070 1 1,3,0,OAK,1,anded003,1,0,-0.00941560775304321,AL
OAK202108070 2 0,3,0,TEX,0,irvic001,0,0,-0.0027007810127143606,AL
OAK202108070 2 1,3,0,OAK,1,anded003,1,0,-0.00941560775304321,AL
OAK202108070 3 0,3,0,TEX,0,irvic001,0,0,-0.0027007810127143606,AL
OAK202108070 3 1,3,7,OAK,1,anded003,7,7,-0.00941560775304321,AL
OAK202108070 4 0,3,0,TEX,0,irvic001,1,0,-0.0027007810127143606,AL
OAK202108070 4 1,3,3,OAK,1,cottj001,3,1,-0.0073713668266105455,AL
OAK202108070 5 0,3,0,TEX,0,irvic001,0,0,-0.0027007810127143606,AL
OAK202108070 5 1,3,2,OAK,1,evand003,0,0,0.010752081551452138,AL
OAK202108070 6 0,3,0,TEX,0,irvic001,0,0,-0.0027007810127143606,AL
OAK202108070 6 1,3,0,OAK,1,evand003,0,0,0.010752081551452138,AL
OAK202108070 7 0,3,0,TEX,0,irvic001,0,0,-0.0027007810127143606,AL
OAK202108070 7 1,3,0,OAK,1,sborj002,0,0,-0.002938920013383467,AL
OAK202108070 8 0,3,1,TEX,0,wendj001,2,1,0.003281545516262446,AL
OAK202108070 8 1,3,0,OAK,1,holtb002,0,0,-0.0012384882307836813,AL
OAK202108070 9 0,3,0,TEX,0,smitb005,0,0,0.007622070837801695,AL
OAK202108080 1 0,3,1,TEX,0,kaprj001,2,1,-0.010644618816091645,AL
OAK202108080 1 1,3,3,OAK,1,lylej001,4,2,0.005237458808463612,AL
OAK202108080 2 0,3,0,TEX,0,kaprj001,0,0,-0.010644618816091645,AL
OAK202108080 2 1,3,0,OAK,1,lylej001,1,0,0.005237458808463612,AL
OAK202108080 3 0,3,0,TEX,0,kaprj001,0,0,-0.010644618816091645,AL
OAK202108080 3 1,3,0,OAK,1,lylej001,0,0,0.005237458808463612,AL
OAK202108080 4 0,3,0,TEX,0,kaprj001,0,0,-0.010644618816091645,AL
OAK202108080 4 1,3,2,OAK,1,lylej001,3,1,0.005237458808463612,AL
OAK202108080 5 0,3,0,TEX,0,kaprj001,1,0,-0.010644618816091645,AL
OAK202108080 5 1,3,0,OAK,1,lylej001,0,0,0.005237458808463612,AL
OAK202108080 6 0,3,1,TEX,0,kaprj001,1,1,-0.010644618816091645,AL
OAK202108080 6 1,3,1,OAK,1,lylej001,1,1,0.005237458808463612,AL
OAK202108080 7 0,3,0,TEX,0,chafa001,0,0,-0.027598827381450766,AL
OAK202108080 7 1,3,0,OAK,1,santd003,1,0,0.0027021830867384206,AL
OAK202108080 8 0,3,1,TEX,0,petiy001,0,0,-0.009246351716431117,AL
OAK202108080 8 1,3,0,OAK,1,benjw001,0,0,0.02059340143156658,AL
OAK202108080 9 0,3,0,TEX,0,trivl001,0,0,-0.01766345313439239,AL
OAK202108200 1 0,3,0,SFN,0,kaprj001,0,0,-0.010644618816091645,NL
OAK202108200 1 1,3,0,OAK,1,wooda002,0,0,-0.013520652172753249,AL
OAK202108200 2 0,3,0,SFN,0,kaprj001,1,0,-0.010644618816091645,NL
OAK202108200 2 1,3,0,OAK,1,wooda002,1,0,-0.013520652172753249,AL
OAK202108200 3 0,3,0,SFN,0,kaprj001,2,0,-0.010644618816091645,NL
OAK202108200 3 1,3,0,OAK,1,wooda002,1,0,-0.013520652172753249,AL
OAK202108200 4 0,3,0,SFN,0,kaprj001,0,0,-0.010644618816091645,NL
OAK202108200 4 1,3,2,OAK,1,wooda002,3,2,-0.013520652172753249,AL
OAK202108200 5 0,3,1,SFN,0,kaprj001,0,0,-0.010644618816091645,NL
OAK202108200 5 1,3,0,OAK,1,wooda002,0,0,-0.013520652172753249,AL
OAK202108200 6 0,3,0,SFN,0,diekj001,0,0,0.004274538261940613,NL
OAK202108200 6 1,3,0,OAK,1,littz001,0,0,-0.010734951828861816,AL
OAK202108200 7 0,3,0,SFN,0,diekj001,0,0,0.004274538261940613,NL
OAK202108200 7 1,3,2,OAK,1,littz001,2,2,-0.010734951828861816,AL
OAK202108200 8 0,3,0,SFN,0,romos001,0,0,3.30796939862975e-4,NL
OAK202108200 8 1,3,0,OAK,1,alvaj003,0,0,-0.01416011686443167,AL
OAK202108200 9 0,3,0,SFN,0,trivl001,0,0,-0.01766345313439239,NL
OAK202108210 1 0,3,0,SFN,0,manas001,0,0,-0.013565318838180476,NL
OAK202108210 1 1,3,3,OAK,1,gausk001,4,3,-0.030446869931007217,AL
OAK202108210 2 0,3,2,SFN,0,manas001,1,0,-0.013565318838180476,NL
OAK202108210 2 1,3,0,OAK,1,gausk001,0,0,-0.030446869931007217,AL
OAK202108210 3 0,3,0,SFN,0,manas001,0,0,-0.013565318838180476,NL
OAK202108210 3 1,3,1,OAK,1,gausk001,1,0,-0.030446869931007217,AL
OAK202108210 4 0,3,0,SFN,0,manas001,1,0,-0.013565318838180476,NL
OAK202108210 4 1,3,1,OAK,1,gausk001,3,1,-0.030446869931007217,AL
OAK202108210 5 0,3,0,SFN,0,manas001,2,0,-0.013565318838180476,NL
OAK202108210 5 1,3,0,OAK,1,garcj006,0,0,-0.014940809803697438,AL
OAK202108210 6 0,3,0,SFN,0,petiy001,0,0,-0.009246351716431117,NL
OAK202108210 6 1,3,0,OAK,1,garcj006,0,0,-0.014940809803697438,AL
OAK202108210 7 0,3,2,SFN,0,chafa001,0,0,-0.027598827381450766,NL
OAK202108210 7 1,3,0,OAK,1,leond003,1,0,-0.020533657608573726,AL
OAK202108210 8 0,3,0,SFN,0,diekj001,2,0,0.004274538261940613,NL
OAK202108210 8 1,3,0,OAK,1,roget002,0,0,-0.025142093958865682,AL
OAK202108210 9 0,3,2,SFN,0,trivl001,0,0,-0.01766345313439239,NL
OAK202108210 9 1,3,0,OAK,1,mcgej001,0,0,-0.009171119698390576,AL
OAK202108220 1 0,3,0,SFN,0,montf001,0,0,-0.017012466798186122,NL
OAK202108220 1 1,3,0,OAK,1,webbl001,0,0,-0.027451588735154617,AL
OAK202108220 2 0,3,0,SFN,0,montf001,0,0,-0.017012466798186122,NL
OAK202108220 2 1,3,0,OAK,1,webbl001,0,0,-0.027451588735154617,AL
OAK202108220 3 0,3,0,SFN,0,montf001,1,0,-0.017012466798186122,NL
OAK202108220 3 1,3,0,OAK,1,webbl001,0,0,-0.027451588735154617,AL
