LA,LS,HR,Predicted,Z,Model_Season,Predict_Season
"(40,45]","(110,115]",2,3.255885767831632,-0.6960101278560437,2015,2017
"(15,20]","(90,95]",1,0.7169806052138492,0.3342431333908949,2015,2018
"(15,20]","(95,100]",2,4.61768836588652,-1.218163640576575,2015,2018
"(15,20]","(100,105]",35,47.58073503914409,-1.8238555640260128,2015,2018
"(15,20]","(105,110]",100,143.46531236077726,-3.6288527912537565,2015,2018
"(15,20]","(110,115]",56,84.6279296801793,-3.1119533892204485,2015,2018
"(20,25]","(90,95]",5,12.230487879674683,-2.067500920875515,2015,2018
"(20,25]","(95,100]",111,135.1014664016473,-2.0735448605164706,2015,2018
"(20,25]","(100,105]",521,648.663521348205,-5.012531117862253,2015,2018
"(20,25]","(105,110]",601,658.8470376539134,-2.253662222780514,2015,2018
"(20,25]","(110,115]",146,147.61105871190694,-0.13260256354169278,2015,2018
"(25,30]","(90,95]",55,48.031191014578035,1.0055342844467716,2015,2018
"(25,30]","(95,100]",380,394.2173668825286,-0.7160630998235367,2015,2018
"(25,30]","(100,105]",948,995.4062709027636,-1.5025730937548967,2015,2018
"(25,30]","(105,110]",551,544.5665904322012,0.2756866295235422,2015,2018
"(25,30]","(110,115]",99,97.58568872564267,0.1431699712129059,2015,2018
"(30,35]","(90,95]",92,56.19188845842396,4.776882994578782,2015,2018
"(30,35]","(95,100]",346,349.0396203121109,-0.16269791005687856,2015,2018
"(30,35]","(100,105]",599,619.3174603464664,-0.8164183523742076,2015,2018
"(30,35]","(105,110]",311,313.29147748789165,-0.12946169969277085,2015,2018
"(30,35]","(110,115]",34,33.05756482305865,0.16391400392631758,2015,2018
"(35,40]","(90,95]",21,25.750556675591046,-0.9361623968632901,2015,2018
"(35,40]","(95,100]",123,129.63964140452086,-0.5831438690499614,2015,2018
"(35,40]","(100,105]",208,228.91573053881876,-1.382404756432181,2015,2018
"(35,40]","(105,110]",97,105.25770784468861,-0.804882638077306,2015,2018
"(35,40]","(110,115]",9,10.272798567004559,-0.39711408538866777,2015,2018
"(40,45]","(90,95]",6,4.967865155582647,0.4630752185060545,2015,2018
"(40,45]","(95,100]",21,21.934328236212476,-0.19949742972278822,2015,2018
"(40,45]","(100,105]",35,44.4592044961383,-1.418645127127123,2015,2018
"(40,45]","(105,110]",16,21.76648377680055,-1.235995631548017,2015,2018
"(40,45]","(110,115]",1,2.5356693833186825,-0.9643871442822836,2015,2018
"(15,20]","(90,95]",2,0.9113827626649774,1.1403149064392288,2015,2019
"(15,20]","(95,100]",5,7.069918565744379,-0.7784774808208335,2015,2019
"(15,20]","(100,105]",59,71.58913169263445,-1.4878948110849786,2015,2019
"(15,20]","(105,110]",190,226.60639092294238,-2.4317607043622247,2015,2019
"(15,20]","(110,115]",102,116.88872361451031,-1.37711801572027,2015,2019
"(20,25]","(90,95]",12,14.654686192370937,-0.6934656112340081,2015,2019
"(20,25]","(95,100]",177,159.033402267267,1.4246942421940856,2015,2019
"(20,25]","(100,105]",752,740.1146414660166,0.43688062949100753,2015,2019
"(20,25]","(105,110]",712,706.7917168818034,0.1959065057581942,2015,2019
"(20,25]","(110,115]",201,197.5671518835781,0.24422899327384692,2015,2019
"(25,30]","(90,95]",77,49.7478053186026,3.863798946111762,2015,2019
"(25,30]","(95,100]",465,419.14671083055805,2.2396876895355557,2015,2019
"(25,30]","(100,105]",1170,1052.1364059793746,3.6336547092437264,2015,2019
"(25,30]","(105,110]",577,553.2089708928477,1.0115063681344771,2015,2019
"(25,30]","(110,115]",125,122.2422519789087,0.24942725694313628,2015,2019
"(30,35]","(90,95]",99,56.70823991177241,5.616072115158796,2015,2019
"(30,35]","(95,100]",357,323.27407301519816,1.875765128923691,2015,2019
"(30,35]","(100,105]",658,629.2005121273057,1.1481277959627605,2015,2019
"(30,35]","(105,110]",338,337.5530910610888,0.024324728225877053,2015,2019
"(30,35]","(110,115]",51,50.44926461428796,0.07753817261739011,2015,2019
"(35,40]","(90,95]",37,21.8415043435067,3.2435069286638103,2015,2019
"(35,40]","(95,100]",126,116.94731447553771,0.837109570758463,2015,2019
"(35,40]","(100,105]",235,244.18835111190216,-0.5879970013339598,2015,2019
"(35,40]","(105,110]",99,116.07223721441306,-1.584624108139449,2015,2019
"(35,40]","(110,115]",11,11.103550922923983,-0.031075850943848907,2015,2019
"(40,45]","(90,95]",4,4.618412698733049,-0.2877610633664736,2015,2019
"(40,45]","(95,100]",24,20.05036561917924,0.8820551631589016,2015,2019
"(40,45]","(100,105]",44,35.692879922027,1.3904638191435426,2015,2019
"(40,45]","(105,110]",18,23.236153488750535,-1.0862511528025873,2015,2019
"(40,45]","(110,115]",4,3.153093737619109,0.4769434657788841,2015,2019
"(15,20]","(90,95]",0,0.3453015660409182,-0.5876236602119747,2015,2020
"(15,20]","(95,100]",1,2.2305394351150496,-0.82393050657501965,2015,2020
"(15,20]","(100,105]",6,24.82992655829652,-3.778860924691048,2015,2020
"(15,20]","(105,110]",46,73.91263856685221,-3.246695349644745,2015,2020
"(15,20]","(110,115]",23,38.18714283805068,-2.457635630537402,2015,2020
"(20,25]","(90,95]",3,4.608498866587153,-0.749274610709103,2015,2020
"(20,25]","(95,100]",42,61.985479989851044,-2.538455759464755,2015,2020
"(20,25]","(100,105]",194,279.93100381554297,-5.135992541103647,2015,2020
"(20,25]","(105,110]",239,261.30114323119074,-1.3796104397514444,2015,2020
"(20,25]","(110,115]",52,55.98757017310926,-0.5329206254706309,2015,2020
"(25,30]","(90,95]",18,17.552800962405527,0.10674011002506371,2015,2020
"(25,30]","(95,100]",164,143.5860347368659,1.70361427438574,2015,2020
"(25,30]","(100,105]",403,380.0864959252238,1.1753042032933294,2015,2020
"(25,30]","(105,110]",238,226.39947361216966,0.7709744572832702,2015,2020
"(25,30]","(110,115]",39,38.08197843891373,0.14876238413930468,2015,2020
"(30,35]","(90,95]",32,20.840660470601012,2.444458971359269,2015,2020
"(30,35]","(95,100]",147,118.40928284196848,2.627436167234029,2015,2020
"(30,35]","(100,105]",235,231.44167078270428,0.23389737548074996,2015,2020
"(30,35]","(105,110]",132,125.92792346063821,0.5410983583154706,2015,2020
"(30,35]","(110,115]",19,18.531838593265007,0.10875177521996025,2015,2020
"(35,40]","(90,95]",12,8.799318424215045,1.078991324807306,2015,2020
"(35,40]","(95,100]",60,44.5853630195223,2.3085386387638347,2015,2020
"(35,40]","(100,105]",75,89.66417568424644,-1.5486318071883955,2015,2020
"(35,40]","(105,110]",51,47.45856040705289,0.514070352801907,2015,2020
"(35,40]","(110,115]",5,4.674719405054775,0.15044590864492924,2015,2020
"(40,45]","(90,95]",1,1.6244898689511151,-0.4899670710605001,2015,2020
"(40,45]","(95,100]",13,8.066497691683418,1.7370520368885565,2015,2020
"(40,45]","(100,105]",17,16.085337778853575,0.22805817726733585,2015,2020
"(40,45]","(105,110]",15,11.419611651775215,1.0595085545680474,2015,2020
"(15,20]","(90,95]",0,0.8998354050177578,-0.9485965449113537,2015,2021
"(15,20]","(95,100]",2,6.702546094290471,-1.816406956541579,2015,2021
"(15,20]","(100,105]",15,67.0785265950102,-6.358679438921,2015,2021
"(15,20]","(105,110]",127,245.0011950653413,-7.5388014304961315,2015,2021
"(15,20]","(110,115]",79,130.47785016289703,-4.506631056837838,2015,2021
"(20,25]","(90,95]",3,13.258238261902145,-2.817279092097847,2015,2021
"(20,25]","(95,100]",81,147.0841130282408,-5.448967058358508,2015,2021
"(20,25]","(100,105]",501,729.8086188318482,-8.46969722796785,2015,2021
"(20,25]","(105,110]",683,799.669911309193,-4.125755525951447,2015,2021
"(20,25]","(110,115]",211,206.67785986517967,0.3006435326038141,2015,2021
"(25,30]","(90,95]",37,46.849542632592815,-1.4390085906138765,2015,2021
"(25,30]","(95,100]",327,387.45366142579775,-3.0712327112228235,2015,2021
"(25,30]","(100,105]",910,986.2735776871164,-2.4287086445983253,2015,2021
"(25,30]","(105,110]",680,679.3805863406786,0.0237642554407031,2015,2021
"(25,30]","(110,115]",144,140.7959547825828,0.27002473457880155,2015,2021
"(30,35]","(90,95]",62,48.20197606314287,1.9873962804356329,2015,2021
"(30,35]","(95,100]",263,318.24379952150485,-3.096731595111052,2015,2021
"(30,35]","(100,105]",618,651.1547710285613,-1.2992834886861715,2015,2021
"(30,35]","(105,110]",408,392.57606371556045,0.7784546450977264,2015,2021
"(30,35]","(110,115]",71,70.92856756553695,0.008481738074385016,2015,2021
"(35,40]","(90,95]",22,24.0279580578289,-0.4137143034157862,2015,2021
"(35,40]","(95,100]",106,112.35483283749878,-0.5995263173749383,2015,2021
"(35,40]","(100,105]",238,260.3283635467549,-1.3838727270634428,2015,2021
"(35,40]","(105,110]",142,156.80520783884955,-1.1823179068725043,2015,2021
"(35,40]","(110,115]",21,19.356562321911685,0.37354172883270564,2015,2021
"(40,45]","(90,95]",1,4.121902067857349,-1.5376958447889564,2015,2021
"(40,45]","(95,100]",26,20.276038335803293,1.2711744776084983,2015,2021
"(40,45]","(100,105]",49,51.81799300584136,-0.3914710194739974,2015,2021
"(40,45]","(105,110]",25,28.872256003756945,-0.7206488565295662,2015,2021
"(40,45]","(110,115]",5,3.801702166783726,0.6145761873191753,2015,2021
"(15,20]","(90,95]",1,0.8851956530743417,0.12202215652670809,2015,2022
"(15,20]","(95,100]",2,6.565958176545054,-1.7818981341329365,2015,2022
"(15,20]","(100,105]",13,67.9041836777387,-6.66280606607941,2015,2022
"(15,20]","(105,110]",93,232.29838667453103,-9.139511628290371,2015,2022
"(15,20]","(110,115]",49,106.12969838290337,-5.545535198882503,2015,2022
"(20,25]","(90,95]",1,14.458951156238983,-3.5395073761779696,2015,2022
"(20,25]","(95,100]",72,157.18567755186874,-6.794540572885405,2015,2022
"(20,25]","(100,105]",405,707.7193850485809,-11.37914644758062,2015,2022
"(20,25]","(105,110]",632,750.5221705702415,-4.326311972573433,2015,2022
"(20,25]","(110,115]",184,188.50823782252007,-0.3283535011613657,2015,2022
"(25,30]","(90,95]",35,47.89833741815878,-1.86368931069189,2015,2022
"(25,30]","(95,100]",274,418.90115474545803,-7.079719768990835,2015,2022
"(25,30]","(100,105]",860,1028.6363093507323,-5.257994940642151,2015,2022
"(25,30]","(105,110]",640,631.7549950425039,0.3280322772557421,2015,2022
"(25,30]","(110,115]",94,91.93747264927691,0.21510645145539453,2015,2022
"(30,35]","(90,95]",43,51.10957432118033,-1.1343496108222908,2015,2022
"(30,35]","(95,100]",254,318.86146729902663,-3.632333774725439,2015,2022
"(30,35]","(100,105]",582,680.8528171125095,-3.7884575996559806,2015,2022
"(30,35]","(105,110]",338,352.66642866318864,-0.7809843194816486,2015,2022
"(30,35]","(110,115]",61,63.99147708263642,-0.37395953636349033,2015,2022
"(35,40]","(90,95]",17,26.159207365543892,-1.790793879212816,2015,2022
"(35,40]","(95,100]",125,121.89325801535313,0.28139433105576517,2015,2022
"(35,40]","(100,105]",190,228.74674858572087,-2.5618741992254934,2015,2022
"(35,40]","(105,110]",118,135.1793653785809,-1.47758309917958,2015,2022
"(35,40]","(110,115]",14,13.871836735731272,0.03441094312677707,2015,2022
"(40,45]","(90,95]",0,4.3763596376285605,-2.0919750566458863,2015,2022
"(40,45]","(95,100]",11,20.911302624452553,-2.1674056104095123,2015,2022
"(40,45]","(100,105]",43,45.969891230923835,-0.43802994984400034,2015,2022
"(40,45]","(105,110]",29,31.504705617517384,-0.4462404931391723,2015,2022
"(40,45]","(110,115]",2,4.695087876449744,-1.24380147589619,2015,2022
"(15,20]","(90,95]",0,0.7765934368195723,-0.8812453896728041,2015,2023
"(15,20]","(95,100]",1,6.67293502687591,-2.196086091495112,2015,2023
"(15,20]","(100,105]",30,75.72506744444325,-5.2545377966611175,2015,2023
"(15,20]","(105,110]",98,251.86438391287942,-9.69515424878978,2015,2023
"(15,20]","(110,115]",83,131.08454566210753,-4.199811228138156,2015,2023
"(20,25]","(90,95]",4,13.993074808507131,-2.6714223838429763,2015,2023
"(20,25]","(95,100]",76,153.35131874772196,-6.246316193340919,2015,2023
"(20,25]","(100,105]",494,756.2527249390004,-9.536445544089943,2015,2023
"(20,25]","(105,110]",705,828.211841110403,-4.281359824695963,2015,2023
"(20,25]","(110,115]",203,200.8291679736382,0.15318379535745186,2015,2023
"(25,30]","(90,95]",35,51.20798179164869,-2.26495777631227,2015,2023
"(25,30]","(95,100]",344,419.2804371368614,-3.676459892829843,2015,2023
"(25,30]","(100,105]",946,1055.38531240801,-3.3670804143344575,2015,2023
"(25,30]","(105,110]",709,705.042111602441,0.14905824896329464,2015,2023
"(25,30]","(110,115]",118,115.36306128875972,0.24550856613314598,2015,2023
"(30,35]","(90,95]",57,57.762569317116025,-0.10033583646510026,2015,2023
"(30,35]","(95,100]",264,317.7079633339338,-3.0131769288555352,2015,2023
"(30,35]","(100,105]",632,715.2501810090076,-3.112835697644991,2015,2023
"(30,35]","(105,110]",388,394.74752004548327,-0.3396131345777763,2015,2023
"(30,35]","(110,115]",53,53.47414575493758,-0.06483954205862577,2015,2023
"(35,40]","(90,95]",18,23.02671617764631,-1.047534561083543,2015,2023
"(35,40]","(95,100]",106,124.95819227253544,-1.6959559060439342,2015,2023
"(35,40]","(100,105]",200,246.34654364530957,-2.9528685542494815,2015,2023
"(35,40]","(105,110]",138,152.32455273808364,-1.160636207708704,2015,2023
"(35,40]","(110,115]",20,22.3082246526291,-0.4887036362459907,2015,2023
"(40,45]","(90,95]",3,4.754688463786381,-0.8047092390999382,2015,2023
"(40,45]","(95,100]",21,20.845950752971824,0.033740283404563844,2015,2023
"(40,45]","(100,105]",28,49.32460721475513,-3.0363317628689312,2015,2023
"(40,45]","(105,110]",37,38.79065865829719,-0.28750753424815595,2015,2023
"(40,45]","(110,115]",3,3.21422960411297,-0.11949260714015286,2015,2023
"(15,20]","(90,95]",2,0.16522601530250228,4.513810879824196,2016,2017
"(15,20]","(95,100]",4,2.8903053193532298,0.652727098485604,2016,2017
"(15,20]","(100,105]",42,35.50820727688118,1.0894323608883612,2016,2017
"(15,20]","(105,110]",164,123.6459958647228,3.629080533205992,2016,2017
"(15,20]","(110,115]",69,61.86955186369031,0.9065219831576056,2016,2017
"(20,25]","(90,95]",8,9.061674368994549,-0.35268509558323974,2016,2017
"(20,25]","(95,100]",130,107.75646821561224,2.14280213528402,2016,2017
"(20,25]","(100,105]",679,599.7798276114996,3.2347435502540334,2016,2017
"(20,25]","(105,110]",613,574.615251644732,1.6012904858632977,2016,2017
"(20,25]","(110,115]",112,107.64060701077746,0.42018249190361173,2016,2017
"(25,30]","(90,95]",87,62.007602994313594,3.1738429972248654,2016,2017
"(25,30]","(95,100]",465,397.5022034072312,3.385476673007287,2016,2017
"(25,30]","(100,105]",974,897.7831678406358,2.543695751543865,2016,2017
"(25,30]","(105,110]",515,502.2312277030399,0.5697669921091117,2016,2017
"(25,30]","(110,115]",80,78.76076816513306,0.13963606121727562,2016,2017
"(30,35]","(90,95]",89,84.80394353144035,0.4556520200754331,2016,2017
"(30,35]","(95,100]",371,356.40814477675485,0.7729238384409625,2016,2017
"(30,35]","(100,105]",701,626.6268833337792,2.971060324926723,2016,2017
"(30,35]","(105,110]",257,258.4285581853082,-0.08886437313378182,2016,2017
"(30,35]","(110,115]",36,35.50929892829127,0.0823466540721117,2016,2017
"(35,40]","(90,95]",33,34.293105002839944,-0.22081592311237405,2016,2017
"(35,40]","(95,100]",154,119.85943531019623,3.118419851758068,2016,2017
"(35,40]","(100,105]",228,221.16350912948062,0.4597021152675921,2016,2017
"(35,40]","(105,110]",94,96.1348331102841,-0.21773264156934452,2016,2017
"(35,40]","(110,115]",9,11.48933440471225,-0.7344053068636189,2016,2017
"(40,45]","(90,95]",5,4.47610412803132,0.24762522658470001,2016,2017
"(40,45]","(95,100]",32,20.58269159469909,2.5165910574883927,2016,2017
"(40,45]","(100,105]",43,38.59083859999773,0.7097638708577393,2016,2017
"(40,45]","(105,110]",12,17.86299865534971,-1.3872112807525323,2016,2017
"(40,45]","(110,115]",2,3.5645727444019264,-0.8286898496295158,2016,2017
"(15,20]","(90,95]",1,0.1658024860560116,2.0486764359857768,2016,2018
"(15,20]","(95,100]",2,2.797640720263935,-0.4768824573112063,2016,2018
